commit number	sha	message	browser	os	gpu	percentage of dropped frames	fps	raw recordings of duration of each frame in ms
7	2dd4ba3d4d2695633dbdcba9ae96dbe919bde834	wip lighting	Chrome 66.0.3359	Windows 10.0.0	NVIDIA GeForce GTX 970	18.21086262	90	12,22,21,23,22,11,11,12,11,22,12,10,12,11,11,11,23,22,22,23,22,11,11,12,10,12,10,12,22,23,22,22,11,12,11,11,11,11,11,11,11,12,11,11,11,12,11,11,11,11,11,12,11,11,12,11,11,11,10,12,11,12,11,11,11,11,11,12,10,11,12,11,11,11,11,12,11,11,33,11,12,11,11,23,22,23,21,23,22,23,11,11,11,12,10,11,12,11,11,11,12,11,11,11,11,12,10,11,12,11,11,12,10,11,12,11,11,12,10,12,10,12,11,11,12,11,11,11,11,12,10,11,12,11,12,10,11,12,11,11,11,12,11,11,11,11,11,11,12,11,11,11,11,12,11,12,11,10,12,11,34,11,11,11,22,12,11,12,11,11,11,22,22,22,23,22,12,11,11,12,10,12,10,23,23,21,23,11,11,12,11,11,11,11,12,10,12,11,11,12,11,11,10,12,11,11,11,12,11,11,11,11,13,11,10,35,10,11,12,11,22,22,23,23,22,22,22,11,12,11,11,11,12,10,12,22,23,22,22,22,12,11,11,11,11,11,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,12,10,11,11,12,11,12,10,12,11,11,11,12,11,10,12,11,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,12,11,11,11,34,11,11,10,12,11,12,21,11,23,22,12,10,12,11,11,22,12,11,11,11,11,12,21,23,23,22,22,12,11,11,11,11,11,12,11,11,11,11,11,11,12,10,12,11,11,11,11,11,12,12,10,12,11,11,11,11,12,11,10,12,11,11,11,12,11,10,12,12,10,12,11,11,11,11,12,11,10,12,11,11,12,11,11,11,11,33,11,12,11,11,11,12,22,10,23,22,12,11,22,11,12,11,11,22,12,10,12,11,11,12,21,22,24,22,22,11,12,10,11,11,12,11,22,22,23,23,11,11,11,11,11,11,12,11,10,12,11,12,11,11,11,11,11,11,12,11,11,11,11,11,12,10,12,11,11,12,11,11,11,11,12,10,11,12,11,11,11,11,12,33,11,11,12,11,12,11,21,11,23,22,11,12,11,11,11,11,11,23,22,23,22,22,12,11,11,11,11,11,11,12,22,22,23,22,22,12,10,12,11,11,11,12,22,22,22,22,12,12,10,11,12,11,11,11,11,12,11,11,11,11,12,10,11,14,10,34,10,11,11,12,22,22,23,22,22,22,23,11,11,12,22,22,12,10,11,12,11,11,11,23,22,22,23,22,11,12,10,12,11,11,12,22,22,22,23,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,12,11,10,12,11,12,10,11,12,11,11,11,12,11,11,11,12,11,10,12,11,11,12,10,34,11,11,12,10,12,11,23,10,23,22,12,10,11,12,11,11,11,23,22,23,22,22,11,11,11,11,12,10,12,11,23,22,22,22,23,11,11,12,11,10,12,11,22,23,22,23,11,11,11,12,10,11,11,12,11,11,12,11,11,11,11,11,12,11,11,34,10,11,12,11,22,23,22,23,21,23,22,11,11,12,11,11,11,23,22,22,11,12,11,11,12,10,11,11,23,22,22,23,22,12,11,11,11,11,11,12,22,22,23,22,11,11,12,10,12,11,11,22,23,22,22,12,11,11,11,12,10,12,11,11,11,11,12,10,11,12,11,11,11,12,11,11,11,11,12,11,11,11,11,34,11,11,11,12,22,22,24,21,23,21,12,11,11,11,11,12,11,22,23,22,22,22,11,12,11,11,12,11,10,23,22,22,23,11,11,12,11,11,11,11,11,11,12,11,11,11,12,10,11,12,11,11,12,11,11,11,12,11,10,12,11,11,12,10,12,11,11,11,11,12,10,12,11,11,12,10,34,11,12,11,11,22,22,24,21,22,23,22,11,11,12,11,10,12,11,11,23,22,23,21,23,11,11,11,11,12,11,11,12,10,12,10,12,12,10,11,12,11,11,11,12,10,11,12,11,11,11,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,11,12,11,11,33,11,11,12,11,23,22,22,22,22,23,23,10,11,12,11,11,11,11,12,22,22,22,23,22,11,11,12,11,11,12,10,23,23,22,22,11,11,12,11,11,11,11,23,21,23,22,12,10,12,11,12,11,11,11,11,11,11,11,11,12,11,11,12,11,10,12,11,12,11,11,11,11,11,11,12,10,12,33,11,12,10,11,23,23,22,23,22,21,23,12,10,11,12,11,11,12,10,23,22,22,23,22,11,12,11,11,11,11,12,22,22
2	e7e568d1f4e064e0b181d7649eb2a2eccea20365	performance testing	Chrome 66.0.3359	Windows 10.0.0	NVIDIA GeForce GTX 970	15.65074135	90	23,23,10,11,12,11,11,12,11,10,12,11,11,12,11,10,23,11,22,23,11,11,12,11,11,22,11,23,22,11,11,12,11,10,23,11,23,22,11,11,11,12,11,11,11,22,23,22,23,22,10,12,12,11,10,12,11,11,12,11,10,12,11,11,12,10,11,11,12,11,11,12,10,11,12,12,10,11,12,11,11,12,10,12,11,11,11,11,11,11,12,11,11,11,12,11,11,10,12,11,12,10,35,10,11,12,11,22,22,23,22,22,23,22,11,12,11,11,11,11,11,11,22,24,21,23,22,11,12,11,11,11,11,11,22,23,23,22,10,12,11,11,11,12,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,11,12,10,12,11,12,11,11,11,11,12,11,11,33,12,11,11,11,22,23,23,22,22,22,23,11,12,10,12,11,11,11,11,22,23,22,23,22,11,11,11,12,11,12,10,12,11,10,12,11,12,11,11,11,11,11,11,12,10,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,11,33,12,11,11,10,23,23,22,22,23,22,22,12,10,12,22,23,11,11,11,11,11,11,12,22,22,23,22,22,12,10,11,12,11,11,11,12,11,11,12,11,11,11,11,11,11,12,11,11,11,11,11,11,12,11,10,12,11,12,11,10,12,12,11,11,11,11,11,12,10,11,12,11,11,11,34,11,11,11,11,11,11,23,11,22,23,11,11,11,11,12,22,22,23,11,11,11,11,12,11,11,11,22,22,23,23,21,12,11,11,12,11,11,11,11,11,12,10,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,11,10,12,11,12,11,10,12,11,11,11,12,10,13,10,34,10,12,11,11,23,22,23,21,23,22,23,11,11,12,10,11,11,12,11,11,12,11,11,10,12,12,11,10,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,11,12,10,12,11,11,12,11,11,11,11,11,11,12,10,11,11,11,12,11,11,11,11,12,11,10,12,11,11,12,11,11,33,11,12,11,11,22,23,22,23,21,23,22,11,12,11,11,11,12,11,10,23,22,23,22,23,10,12,10,12,11,11,12,11,11,11,11,12,11,10,12,10,12,11,12,11,11,11,11,11,12,11,11,11,11,12,10,12,11,11,11,12,10,11,12,11,11,11,11,12,11,11,11,11,11,12,11,11,33,10,12,11,11,23,22,22,22,23,22,23,11,11,11,11,12,11,10,11,23,23,22,22,23,11,11,11,12,10,11,12,11,11,11,12,10,12,11,12,11,10,11,12,11,12,10,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,12,11,33,11,11,11,11,23,22,23,22,23,21,23,11,11,12,10,12,11,12,10,23,22,23,22,22,11,11,12,11,11,11,11,23,21,24,22,11,11,11,11,12,11,11,11,11,11,11,11,12,11,11,11,11,11,12,10,12,11,12,11,11,11,11,12,10,12,11,11,11,11,11,11,12,11,11,11,34,11,11,11,12,11,11,23,11,22,22,12,11,11,11,11,23,22,22,11,11,11,11,12,11,11,11,23,22,23,21,23,11,11,12,11,11,11,11,12,11,11,11,11,11,11,11,12,11,11,11,12,10,11,12,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,10,12,11,11,12,11,11,11,11,12,11,12,10,34,10,12,11,11,14,8,22,11,23,22,11,12,11,12,11,22,22,23,10,12,11,11,12,10,12,10,23,22,23,22,22,11,12,11,12,10,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,11,12,10,12,10,12,12,11,11,11,11,11,11,11,12,10,12,11,11,12,11,11,12,10,11,11,12,11,11,11,33,11,12,12,11,21,23,22,23,22,23,22,11,11,11,12,10,11,12,11,22,22,23,23,22,11,11,11,12,10,11,12,11,11,12,10,11,12,11,12,10,12,11,11,12,10,11,12,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,10,11,12,11,11,11,12,11,11,12,10,33,11,12,11,12,21,23,22,23,22,23,21,12,11,12,11,10,11,12,11,23,21,24,22,21,12,11,11,11,12,11,10,23,23,22,22,12,11,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11
8	017fdd908e738b748333361fc2dba8da3efddfde	wip song	Chrome 66.0.3359	Windows 10.0.0	NVIDIA GeForce GTX 970	18.79460745	90	11,24,21,22,22,22,23,22,22,23,22,12,10,13,10,11,22,12,11,23,10,12,10,23,12,10,11,23,23,22,22,10,12,22,11,12,22,11,11,11,23,12,10,11,12,11,11,23,21,23,22,11,12,11,12,10,11,12,11,11,11,12,10,12,11,11,11,11,11,12,11,11,11,34,11,11,12,11,21,23,22,23,22,22,22,12,11,11,11,11,11,11,12,11,11,12,11,11,11,11,11,12,10,12,11,11,12,10,12,11,11,12,10,12,11,11,11,12,11,10,11,12,11,12,10,12,11,11,11,11,11,11,11,12,11,12,11,11,11,11,11,11,12,10,12,11,11,11,11,12,11,12,33,11,11,11,12,22,22,22,23,22,22,23,11,11,12,10,12,11,11,12,10,11,11,12,11,12,11,10,12,11,11,11,11,12,11,11,11,12,10,12,11,11,11,11,11,12,11,11,11,12,11,10,12,11,11,11,12,11,11,11,12,11,10,12,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,34,11,11,11,12,22,22,22,23,22,22,23,11,11,11,11,12,11,11,22,23,22,22,12,11,11,11,12,10,11,23,22,23,22,11,11,11,11,11,12,11,22,22,23,23,10,12,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,10,12,11,12,11,11,11,11,12,11,33,11,11,12,11,22,22,23,22,22,23,22,11,11,12,11,11,11,11,23,22,22,23,11,11,11,11,11,12,11,23,22,22,23,11,11,10,12,11,12,11,22,23,21,22,12,11,11,11,12,10,12,11,11,12,11,11,11,11,11,11,12,11,11,11,12,10,12,11,11,34,11,10,12,11,22,23,23,21,23,22,22,12,11,11,11,11,12,10,23,22,23,22,12,11,11,11,11,11,11,22,23,23,21,12,11,11,11,12,10,12,23,21,23,22,12,10,11,11,12,12,11,10,12,11,11,11,11,11,11,12,11,11,12,11,11,11,11,12,11,10,12,11,33,11,12,10,12,22,22,23,23,21,23,22,11,11,12,11,11,11,12,22,22,22,23,11,12,10,12,11,11,12,22,21,23,23,10,12,11,11,11,11,12,22,23,22,22,11,11,11,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,11,11,11,11,11,11,12,11,11,12,33,11,11,11,11,22,22,23,22,22,22,24,11,11,11,11,11,11,12,22,22,23,22,11,11,11,11,11,12,11,22,22,23,23,10,12,11,11,11,11,11,23,22,23,22,11,11,11,11,12,11,11,11,11,12,11,10,12,11,11,11,12,11,11,11,11,12,10,12,11,12,11,11,10,12,11,11,11,12,11,11,11,34,11,11,11,11,23,22,22,23,22,22,23,11,11,11,12,11,10,12,23,22,22,23,10,11,12,11,11,11,11,23,22,22,22,12,11,12,10,12,11,11,23,22,22,23,10,11,12,11,11,12,11,11,10,12,12,11,10,12,11,11,11,12,11,11,12,10,33,12,10,11,12,22,23,22,23,22,22,22,11,12,11,11,11,12,11,22,23,22,22,11,16,7,11,11,11,11,22,23,22,23,10,12,11,11,11,11,12,22,22,22,24,10,12,11,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,12,11,11,12,11,11,11,33,11,12,11,11,22,23,23,21,23,22,23,10,12,11,11,11,12,33,22,23,11,11,11,12,11,11,11,11,11,11,12,10,12,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,10,12,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,33,11,11,12,11,22,23,22,23,22,22,22,11,12,11,10,12,11,33,23,22,12,11,11,11,11,12,11,10,12,11,11,11,12,10,12,11,12,11,10,12,11,12,10,11,12,11,11,11,11,11,11,12,10,12,11,11,11,12,11,11,11,12,10,12,11,11,11,12,11,11,11,11,11,12,11,11,12,10,12,11,33,11,12,11,10,24,22,22,23,21,23,22,11,12,11,11,11,11,11,12,10,12,11,11,12,11,11,11,11,11,11,12,10,12,11,11,12,11,11,11,11,11,12,10,12,11,11,11,12,10,12,11,11,11,11,11,12,11,11,12,11,11,11,11,11,12,11,10,12,11,11,11,11,12,11,11,11,11,12,11,11,12,10,12,11,33,12,10,12,11,22,23,22,23,22,22,23,11,10,12,11,11,12,11,22,22,23,22,12,10,12,11,11,11
9	415d8d25ab8c1ddabf440339f92f0ad13472c5b0	more wip song	Chrome 66.0.3359	Windows 10.0.0	NVIDIA GeForce GTX 970	17.28594507	90	23,24,9,11,12,11,11,11,12,10,12,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,12,11,11,10,12,11,12,11,11,11,11,12,10,11,12,10,12,11,11,11,12,11,11,11,12,10,34,11,12,11,10,12,11,11,11,12,22,11,22,22,12,12,10,11,12,22,11,23,22,11,12,11,11,10,12,11,23,22,22,22,23,11,12,11,10,11,12,10,23,23,22,23,10,12,10,12,11,11,11,11,11,12,11,11,11,12,10,12,12,10,12,10,12,11,11,11,11,11,12,11,11,11,12,11,11,11,11,12,11,10,12,11,36,11,12,10,12,22,22,23,22,22,23,22,11,11,12,11,11,11,11,12,11,11,11,11,12,10,12,11,11,11,12,11,11,11,11,12,10,34,12,11,11,12,11,11,11,11,23,22,22,22,23,10,12,11,11,11,12,11,22,23,22,23,10,12,11,11,11,11,11,23,22,11,11,11,12,11,22,22,12,11,12,11,11,12,10,12,10,11,12,11,11,11,11,12,11,11,11,11,33,12,22,22,12,11,12,10,22,11,11,12,11,22,12,22,22,11,12,11,11,11,12,10,23,22,23,22,22,11,11,12,11,11,11,12,21,23,22,23,11,11,11,11,11,11,12,22,22,22,23,11,11,12,11,11,11,11,11,12,11,11,11,11,11,12,11,11,12,11,11,11,10,12,11,11,12,11,11,11,12,11,33,11,11,11,12,22,22,23,22,22,22,23,11,11,12,11,11,11,11,12,22,22,22,23,22,11,11,12,11,11,11,11,22,23,22,23,11,11,11,11,11,11,12,22,22,23,22,11,12,11,11,11,11,11,11,12,11,10,12,11,12,10,12,11,11,12,11,10,12,11,11,12,33,11,12,11,11,11,11,22,12,21,23,11,12,11,11,11,11,12,22,22,22,23,22,11,11,11,12,11,11,11,22,23,22,22,12,11,11,11,11,12,11,22,23,22,22,11,12,11,11,11,11,11,12,11,11,11,11,11,11,12,10,12,11,11,12,10,12,11,11,11,11,13,10,34,11,10,12,11,23,21,23,22,23,23,22,11,11,11,11,12,11,10,11,23,22,22,23,22,12,11,11,12,10,12,11,22,22,22,23,11,11,12,10,12,11,11,22,23,22,22,12,11,11,11,11,12,10,11,12,11,11,12,11,10,12,11,12,11,10,12,11,12,10,12,11,10,13,10,34,11,11,12,11,11,11,22,23,22,11,11,12,11,11,11,11,11,23,22,22,23,22,11,11,12,10,12,11,11,22,23,23,21,12,11,11,11,11,12,11,22,22,23,22,11,11,12,11,10,12,12,11,11,11,11,12,10,12,10,12,11,11,11,11,11,12,11,12,11,33,11,11,12,10,23,22,23,22,22,23,22,11,12,10,34,11,11,11,11,11,12,11,11,22,23,21,23,23,11,11,11,11,11,11,11,23,22,22,23,11,11,12,10,12,11,11,22,22,23,23,11,10,12,11,12,10,12,11,11,12,10,12,11,11,11,11,11,12,10,11,12,11,11,12,11,10,12,11,11,12,11,33,12,11,11,11,22,23,22,22,23,22,22,24,10,12,10,12,10,11,12,11,11,11,11,12,10,12,11,11,11,11,12,11,11,11,11,12,11,11,12,10,11,11,12,11,11,12,10,12,11,12,10,11,12,11,10,13,10,12,11,10,12,11,11,12,11,18,4,11,12,10,12,10,12,11,11,12,11,11,11,11,12,11,11,11,11,11,34,12,11,11,11,11,12,10,11,23,22,22,23,23,10,12,10,12,11,12,11,11,11,11,11,12,10,13,10,33,11,12,11,11,22,22,23,22,11,12,10,12,11,12,11,10,11,12,11,11,11,11,11,12,11,11,11,12,11,10,12,11,11,12,11,11,11,11,11,12,11,11,11,12,11,34,10,11,11,12,21,23,23,22,23,22,22,12,11,10,11,12,10,12,11,11,11,12,11,11,11,12,10,12,11,11,12,10,12,11,11,11,11,11,12,11,11,11,12,10,12,11,11,11,11,11,12,12,10,11,11,12,10,12,11,12,11,10,12,11,11,12,10,12,11,11,11,11,12,10,12,11,11,11,12,11,11,10,12,11,11,12,11,33,12,11,11,11,11,11,23,22,22,11,12,11,11,11,11,11,12,22,22,23,23,22,11,11,11,11,12,11,10,24,22,22,22,12,10,12,10,12,11,12,11,11,11,12,10,11,12,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,11,12
40	f1d4e6f54c7981f2360e50fd9844ddb7888d3320	no more flying	Chrome 66.0.3359	Windows 10.0.0	NVIDIA GeForce GTX 970	18.73015873	90	21,22,23,21,11,12,11,11,11,12,11,11,11,11,11,12,10,12,11,11,11,11,11,12,11,11,12,10,11,12,11,11,12,10,11,12,11,11,11,11,12,11,11,11,11,12,10,12,11,11,11,12,11,33,11,11,12,11,22,23,22,22,23,22,22,11,12,10,12,11,11,11,11,12,11,11,11,12,10,12,11,11,12,11,10,12,11,11,11,11,11,12,11,12,11,11,10,12,11,11,12,10,12,10,12,11,11,11,12,11,11,11,12,11,11,11,11,11,11,11,12,11,11,11,12,10,12,11,11,11,12,11,11,11,11,11,11,11,12,11,11,11,12,11,33,11,11,12,11,23,21,23,22,23,22,23,11,11,12,11,10,12,11,22,23,22,23,10,11,12,11,11,11,12,11,11,11,11,11,11,12,11,11,11,12,10,12,11,11,12,11,10,12,11,12,11,11,11,11,11,11,11,12,11,11,12,10,33,12,11,11,11,23,22,23,22,22,23,22,11,11,12,11,11,11,11,11,23,22,23,21,23,11,11,12,10,12,11,11,22,23,22,22,12,10,12,11,11,11,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,12,10,11,12,11,11,11,12,10,34,12,10,12,11,23,22,22,22,23,22,23,10,12,11,12,11,10,11,12,23,21,23,22,23,10,12,11,11,11,12,11,22,23,22,22,11,11,12,11,11,11,12,10,12,11,11,11,11,11,12,11,11,11,12,10,12,10,12,11,11,12,11,11,11,11,12,10,12,11,11,12,11,11,11,11,33,11,12,11,11,22,22,23,22,23,22,22,12,11,11,11,12,10,11,12,22,22,23,22,23,10,12,11,11,11,12,11,22,22,22,23,11,12,10,12,11,10,12,23,22,22,22,12,11,11,11,12,11,10,12,10,12,12,11,11,11,11,11,11,11,11,12,11,11,11,12,11,11,12,10,33,12,11,11,11,23,22,22,23,22,22,23,11,11,11,12,10,12,10,12,22,23,22,23,22,11,11,11,11,12,11,11,22,22,23,23,10,11,12,11,11,11,11,12,11,11,12,11,11,11,11,11,11,12,11,11,11,11,11,11,12,11,10,12,12,11,10,12,11,11,12,11,11,11,12,10,34,10,12,12,10,12,10,22,12,23,22,11,11,11,12,10,23,22,22,12,11,11,11,12,10,11,12,22,22,23,22,23,11,11,11,11,12,10,12,22,22,23,22,11,11,12,11,11,12,11,11,11,10,12,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,12,11,34,10,11,11,11,23,22,22,23,22,22,23,11,11,12,11,11,11,11,11,22,23,22,23,22,12,11,11,11,11,11,12,10,23,22,23,22,22,12,10,12,11,11,11,11,23,22,22,22,12,11,11,11,11,12,10,12,11,11,11,12,11,11,11,12,10,12,11,11,11,11,11,11,12,11,12,11,33,11,11,12,10,12,11,22,12,22,22,11,12,11,11,11,22,22,23,11,11,11,11,12,11,11,11,23,22,23,21,23,11,12,10,12,11,11,11,22,23,23,21,11,12,11,11,11,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,13,11,33,11,11,11,11,22,23,22,22,22,23,22,11,11,11,23,22,12,10,12,11,11,11,11,23,22,22,23,22,12,11,11,11,11,11,11,22,23,22,23,11,12,11,10,11,12,11,22,22,23,22,12,11,11,11,12,10,12,11,11,11,11,11,11,11,12,11,11,11,12,11,11,11,11,13,9,34,12,11,11,11,22,23,22,22,23,22,22,12,11,11,11,11,11,11,11,12,11,12,10,12,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,11,11,12,11,11,12,11,11,11,11,11,12,10,11,12,11,12,11,11,11,11,12,11,11,10,11,12,11,11,12,11,10,12,11,11,12,11,11,11,11,12,11,11,33,11,12,11,11,12,10,22,12,22,22,12,11,11,11,11,23,22,23,10,11,12,11,11,11,11,11,23,22,22,23,23,11,10,12,11,11,11,12,21,23,22,23,11,11,11,11,12,11,11,22,22,23,23,10,12,10,12,11,12,11,11,11,11,12,10,12,11,12,11,11,11,11,34,10,12,11,11,22,22,22,23,22,23,23,10,11,11,11,12,11,34,22,22,22,12,11,11,11,12,10,12,11,22,22,23,23,21,12,11,11,12,10,12,11,22,23,22,22,11,11,12,11,11,12,10,11,12,11,11,12,11,10,12,11,11,11,11,12,11,11,11,12
45	827a0060f81b380912c83d571dbdb5e4833f65a2	separate song loop from animation loop, for steady tempo	Chrome 66.0.3359	Windows 10.0.0	NVIDIA GeForce GTX 970	7.330316742	90	12,22,22,23,21,12,11,12,10,12,11,12,11,11,11,11,11,11,12,10,11,12,11,11,11,12,10,11,12,12,10,12,11,11,11,11,11,11,12,11,12,10,11,11,12,11,11,11,11,11,11,12,11,11,34,10,11,11,11,11,11,12,11,11,22,12,22,22,12,10,23,11,11,12,11,11,12,10,22,12,11,11,11,11,11,12,22,12,10,11,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,10,12,11,11,11,12,11,10,12,11,11,11,12,11,11,12,10,12,10,12,11,11,12,11,11,11,11,11,12,11,11,11,11,11,11,12,11,11,11,12,10,34,11,12,10,23,11,23,21,12,11,23,12,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,10,12,11,11,11,12,11,10,12,11,12,10,12,11,11,11,11,11,11,12,11,11,11,11,11,12,12,11,33,12,11,11,22,11,23,22,12,10,12,11,11,11,11,12,11,11,11,11,11,12,11,12,10,12,11,11,11,11,11,11,11,12,11,11,12,10,11,12,11,11,12,11,11,11,11,11,12,11,11,11,11,11,11,11,12,10,12,11,11,11,12,11,11,12,10,12,11,11,11,11,11,12,10,12,11,11,11,11,34,11,11,12,21,12,22,23,11,11,11,11,11,11,11,12,11,12,10,12,11,11,22,23,11,10,12,11,11,11,12,10,12,11,11,11,12,11,11,11,11,12,11,11,11,11,12,10,11,12,11,11,11,11,12,11,11,11,12,11,11,11,11,12,11,10,12,11,11,11,12,10,12,11,11,11,12,10,11,12,11,11,11,12,11,11,11,11,11,12,11,11,11,34,11,11,11,23,10,23,23,10,11,23,11,11,12,10,12,11,12,11,11,11,11,11,11,11,11,11,12,12,10,11,12,11,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,11,11,11,12,10,12,11,10,13,10,11,11,12,11,11,11,11,12,11,11,11,11,12,11,10,12,11,11,12,11,12,11,10,12,11,11,11,11,34,10,12,12,22,11,22,22,12,11,11,11,12,11,11,11,11,11,12,11,11,11,11,12,11,11,11,11,11,12,11,10,12,11,11,12,11,10,12,11,11,12,10,12,11,11,11,12,10,12,11,11,11,11,11,12,11,12,10,12,10,12,11,11,12,11,11,11,11,11,11,12,10,11,12,11,12,11,11,11,34,10,11,12,11,11,11,22,12,22,22,11,12,22,11,11,12,11,22,11,11,11,11,12,11,11,12,11,11,11,11,11,11,12,10,11,12,11,11,12,10,12,11,11,11,12,11,11,11,11,12,10,12,11,11,12,11,11,10,12,11,11,11,12,11,11,11,11,11,12,11,11,11,11,11,12,11,11,12,11,10,11,12,11,11,11,11,12,11,11,11,12,10,12,11,11,33,12,11,11,22,12,21,24,11,11,10,13,10,22,11,11,12,11,11,12,11,11,11,11,11,11,11,11,12,11,11,11,12,10,12,11,11,12,11,11,11,12,11,10,12,10,12,11,12,11,10,11,12,11,11,11,11,12,11,11,12,10,12,11,11,11,11,11,11,12,12,10,11,11,11,12,11,12,11,11,11,11,12,12,10,34,11,12,10,23,11,22,23,11,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,12,10,12,11,11,12,11,11,11,11,11,11,11,12,11,12,10,11,11,12,11,11,11,12,11,11,11,11,12,11,10,12,11,11,11,12,10,11,12,11,11,12,11,11,11,12,10,12,10,12,11,12,10,12,11,11,33,11,12,11,22,11,11,12,11,22,11,11,12,10,12,12,11,11,11,11,12,11,10,12,11,11,11,11,11,11,12,11,11,11,12,11,10,12,11,11,12,10,12,11,11,11,12,11,11,11,12,10,11,12,11,11,11,12,11,11,10,12,11,12,11,11,11,11,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,11,11,12,11,32,12,11,11,22,12,22,23,11,11,11,12,10,12,11,11,11,12,10,12,11,11,11,11,11,11,12,11,11,11,11,11,12,11,12,10,12,11,10,12,11,11,12,11,11,11,11,11,11,11,12,11,12,11,10,11,12,11,11,11,11,11,12,11,11,12,10,11,12,11,11,12,10,11,12,11,11,12,10,12,11,12,10,34,10,22,34,23,21,23,11,12,11,22,10,12,11,12,21,11,23,23,11,11,22,12,10,12,11,11
